make,model,type,year,fuel_type,daily_rate,status,location_city,location_state,location_latitude,location_longitude
Infiniti,QX60,suv,2014,GASOLINE,60,,Deerfield Beach,FL,26.320183,-80.126889
Land Rover,Range Rover Sport,suv,2014,GASOLINE,141,,Miami Beach,FL,25.817311,-80.121301
Ford,Mustang,car,2018,GASOLINE,55,,Boca Raton,FL,26.345833,-80.141303
Ford,Mustang,car,2018,GASOLINE,55,,Boca Raton,FL,26.344954,-80.14086
BMW,4-Series,car,2020,GASOLINE,145,,Boca Raton,FL,26.386567,-80.093523
Ford,Mustang,car,2016,GASOLINE,52,,Boca Raton,FL,26.361027,-80.135352
Dodge,Grand Caravan,minivan,2019,GASOLINE,56,,Boca Raton,FL,26.331383,-80.117464
Land Rover,Range Rover Sport,suv,2018,GASOLINE,199,,Fort Lauderdale,FL,26.117589,-80.148693
Audi,Q8,suv,2019,GASOLINE,129,,North Miami,FL,25.911065,-80.151757
Volvo,XC90,suv,2020,GASOLINE,115,,Aventura,FL,25.95749,-80.145144
Tesla,Model S,car,2017,ELECTRIC,175,,Deerfield Beach,FL,26.320824,-80.150773
Alfa Romeo,Giulia,car,2017,GASOLINE,89,,Dania Beach,FL,26.059545,-80.167017
Jeep,Cherokee,suv,2019,GASOLINE,80,,Boca Raton,FL,26.331484,-80.115676
BMW,4 Series,car,2017,GASOLINE,89,,Miami,FL,25.774176,-80.190996
Volvo,XC90,suv,2018,GASOLINE,81,,North Miami Beach,FL,25.914808,-80.160357
Dodge,Challenger,car,2014,GASOLINE,45,,Boca Raton,FL,26.361144,-80.135088
Tesla,Model X,suv,2018,ELECTRIC,300,,Miami Beach,FL,25.772888,-80.131055
Mercedes-benz,GLE-Class,suv,2020,GASOLINE,99,,North Miami,FL,25.911996,-80.152281
Ford,Mustang,car,2019,GASOLINE,93,,Miami Beach,FL,25.78733,-80.142677
Polaris,Slingshot,car,2019,GASOLINE,107,,Hollywood,FL,26.03257,-80.115554
Volvo,S80,car,2008,GASOLINE,30,,Royal Palm Beach,FL,26.727229,-80.219507
Mercedes-benz,E-Class,car,2019,GASOLINE,375,,Hobe Sound,FL,27.080506,-80.161186
Volkswagen,Passat,car,2017,GASOLINE,72,,Greenacres,FL,26.617494,-80.150322
Chevrolet,Suburban,suv,2015,GASOLINE,139,,Miami,FL,25.79386,-80.187992
BMW,4 Series Gran Coupe,car,2016,GASOLINE,100,,Miami Beach,FL,25.787278,-80.14239
Land Rover,Range Rover Evoque,suv,2015,GASOLINE,105,,Wellington,FL,26.671312,-80.250408
Nissan,Rogue,suv,2013,GASOLINE,30,,West Palm Beach,FL,26.701016,-80.102734
Ford,Mustang,car,2016,GASOLINE,79,,Miramar,FL,25.994766,-80.214402
Mercedes-benz,GLS-Class,suv,2019,GASOLINE,250,,Miami,FL,25.762379,-80.191673
Chevrolet,Cruze Limited,car,2016,GASOLINE,34,,Deerfield Beach,FL,26.321778,-80.164611
Mercedes-Benz,SLK-Class,car,2015,GASOLINE,89,,Miami,FL,25.773623,-80.190332
Kia,Sportage,suv,2015,GASOLINE,35,,Deerfield Beach,FL,26.298526,-80.166121
BMW,4 Series,car,2018,GASOLINE,92,,Miami Beach,FL,25.786788,-80.14259
Ford,F-150,truck,2017,GASOLINE,105,,Boca Raton,FL,26.3832,-80.093978
Dodge,Grand Caravan,minivan,2019,GASOLINE,50,,Boca Raton,FL,26.329753,-80.115889
Dodge,Durango,suv,2015,GASOLINE,69,,Miami,FL,25.798009,-80.258488
Chevrolet,Equinox,suv,2016,GASOLINE,50,,Boca Raton,FL,26.331108,-80.115366
FIAT,500,car,2013,GASOLINE,36,,Boynton Beach,FL,26.545122,-80.094961
Chevrolet,Equinox,suv,2011,GASOLINE,34,,Deerfield Beach,FL,26.321663,-80.164504
BMW,X3,suv,2017,GASOLINE,74,,Boynton Beach,FL,26.527487,-80.059847
Dodge,Grand Caravan,minivan,2014,GASOLINE,46,,Coconut Creek,FL,26.285736,-80.197057
GMC,Canyon,truck,2016,GASOLINE,65,,West palm Beach ,FL,26.654311,-80.131875
Toyota,RAV4,suv,2018,GASOLINE,41,,Port St. Lucie,FL,27.207056,-80.320378
Hyundai,Equus,car,2014,GASOLINE,100,,West Palm Beach,FL,26.73649,-80.077064
Chrysler,Town and Country,minivan,2012,GASOLINE,46,,Coconut Creek,FL,26.285835,-80.198596
BMW,2 Series,car,2016,GASOLINE,79,,Miami,FL,25.773595,-80.190248
Toyota,Camry,car,2017,GASOLINE,42,,Pompano Beach,FL,26.275448,-80.128326
Ford,Mustang,car,2017,GASOLINE,125,,Miramar,FL,25.979052,-80.373408
Lamborghini,Urus,suv,2019,GASOLINE,1199,,Miami Beach,FL,25.792736,-80.130518
Chevrolet,Cruze,car,2012,GASOLINE,28,,Deerfield Beach,FL,26.296805,-80.166314
Lexus,NX 300,suv,2018,GASOLINE,75,,North Miami Beach,FL,25.94489,-80.158508
Chevrolet,Cruze,car,2011,GASOLINE,28,,Deerfield Beach,FL,26.320356,-80.165461
BMW,4 Series,car,2018,GASOLINE,125,,Miramar,FL,25.97778,-80.373083
Audi,A6,car,2019,GASOLINE,150,,Miami Beach,FL,25.81591,-80.123067
Chevrolet,Sonic,car,2013,GASOLINE,36,,Deerfield Beach,FL,26.320459,-80.164769
BMW,4 Series,car,2014,GASOLINE,141,,Miami Beach,FL,25.818046,-80.122219
Nissan,Versa,car,2016,GASOLINE,23,,Coral Springs,FL,26.27375,-80.210857
Subaru,Outback,suv,2019,GASOLINE,50,,Portland,OR,45.552965,-122.671574
Toyota,Corolla,car,2016,GASOLINE,40,,Portland,OR,45.504004,-122.56263
Honda,Civic,car,2017,GASOLINE,38,,Portland,OR,45.559844,-122.539777
Mercedes-Benz,C-Class,car,2018,GASOLINE,74,,Portland,OR,45.55269,-122.672408
Volkswagen,Jetta,car,2015,GASOLINE,36,,Portland,OR,45.559402,-122.540831
Honda,Accord,car,2018,GASOLINE,36,,Portland,OR,45.559125,-122.539273
Tesla,Model 3,car,2018,ELECTRIC,82,,Portland,OR,45.570646,-122.694337
Tesla,Model 3,car,2020,ELECTRIC,74,,Portland,OR,45.559751,-122.539912
Tesla,Model 3,car,2019,ELECTRIC,79,,Portland,OR,45.56027,-122.540555
Subaru,Legacy,car,2020,GASOLINE,44,,Portland,OR,45.552881,-122.671599
Honda,CR-V,suv,2019,GASOLINE,48,,Portland,OR,45.554154,-122.671116
Toyota,RAV4,suv,2015,GASOLINE,44,,Portland,OR,45.572055,-122.558968
Honda,Pilot,suv,2019,GASOLINE,49,,Portland,OR,45.553806,-122.671721
Nissan,Rogue,suv,2017,GASOLINE,42,,Vancouver,WA,45.709068,-122.607015
Jeep,Wrangler Unlimited,suv,2020,GASOLINE,52,,Portland,OR,45.553669,-122.670526
Honda,Odyssey,minivan,2018,GASOLINE,53,,Portland,OR,45.51065,-122.782921
Tesla,Model X,suv,2016,ELECTRIC,100,,Portland,OR,45.534179,-122.480881
Tesla,Model X,suv,2018,ELECTRIC,124,,Portland,OR,45.56892,-122.59142
Mercedes-benz,GLC-Class,suv,2020,GASOLINE,49,,Portland,OR,45.554238,-122.672472
Honda,Civic,car,2018,GASOLINE,35,,Portland,OR,45.560273,-122.539935
Volkswagen,Touareg,suv,2014,GASOLINE,44,,Portland,OR,45.559684,-122.540079
Porsche,911,car,2018,GASOLINE,333,,Portland,OR,45.568814,-122.591596
Volkswagen,Tiguan,suv,2015,GASOLINE,38,,Gresham,OR,45.503367,-122.471634
Lexus,CT 200h,car,2015,HYBRID,44,,Portland,OR,45.510383,-122.649244
Tesla,Model 3,car,2018,ELECTRIC,137,,Camas,WA,45.60557,-122.433863
Tesla,Model X,suv,2018,ELECTRIC,134,,Portland,OR,45.566615,-122.590735
BMW,X3,suv,2016,GASOLINE,78,,Portland,OR,45.529253,-122.674331
Honda,Accord Sedan,car,2020,GASOLINE,41,,Gresham,OR,45.502328,-122.431251
Tesla,Model X,suv,2019,ELECTRIC,249,,Portland,OR,45.52105,-122.65287
MINI,Hardtop 2dr,car,2019,GASOLINE,35,,Portland,OR,45.560269,-122.540168
Tesla,Model X,suv,2018,ELECTRIC,135,,Beaverton,OR,45.481213,-122.836043
Tesla,Model X,suv,2018,ELECTRIC,124,,Portland,OR,45.567413,-122.592417
Tesla,Model X,suv,2019,ELECTRIC,160,,Portland,OR,45.556878,-122.831521
Hyundai,Ioniq Hybrid,car,2017,HYBRID,39,,Portland,OR,45.513353,-122.609369
BMW,i8,car,2017,HYBRID,135,,Portland,OR,45.567782,-122.591125
Tesla,Model X,suv,2019,ELECTRIC,149,,Portland,OR,45.568357,-122.591297
Tesla,Model X,suv,2017,ELECTRIC,124,,Portland,OR,45.568805,-122.590688
Mercedes-Benz,G-Class,suv,2010,GASOLINE,180,,Portland,OR,45.59054,-122.595213
Tesla,Model S,car,2013,ELECTRIC,73,,Newberg,OR,45.327925,-122.976051
FIAT,500,car,2013,GASOLINE,35,,Portland,OR,45.510812,-122.648742
Mercedes-Benz,S-Class,car,2015,GASOLINE,95,,Portland,OR,45.567746,-122.591232
Tesla,Model 3,car,2018,ELECTRIC,99,,Portland,OR,45.566574,-122.591759
Porsche,Panamera,car,2017,GASOLINE,135,,Portland,OR,45.567718,-122.591205
Tesla,Model 3,car,2018,ELECTRIC,82,,Portland,OR,45.533756,-122.571479
Mercedes-benz,GLS-Class,suv,2019,GASOLINE,82,,Newberg,OR,45.328222,-122.976248
Mercedes-Benz,G-Class,suv,2015,GASOLINE,169,,Portland,OR,45.532571,-122.683375
Mercedes-Benz,AMG GT,car,2016,GASOLINE,195,,Portland,OR,45.568279,-122.590823
Tesla,Model 3,car,2018,ELECTRIC,80,,Portland,OR,45.534176,-122.5732
Scion,xB,car,2006,GASOLINE,27,,Portland,OR,45.516443,-122.627886
BMW,7 Series,car,2016,GASOLINE,69,,Portland,OR,45.566863,-122.590544
Land Rover,Range Rover,suv,2016,GASOLINE,85,,Portland,OR,45.567824,-122.59112
Ford,Shelby GT350,car,2016,GASOLINE,127,,Portland,OR,45.567666,-122.591148
BMW,X6,suv,2017,GASOLINE,72,,Portland,OR,45.563729,-122.594111
Maserati,Ghibli,car,2016,GASOLINE,85,,Portland,OR,45.567751,-122.591247
Toyota,Tacoma,truck,2017,GASOLINE,52,,Portland,OR,45.530079,-122.562029
Volkswagen,Routan,minivan,2011,GASOLINE,50,,Portland,OR,45.578332,-122.567385
Ford,Shelby GT350,car,2016,GASOLINE,85,,Portland,OR,45.568241,-122.59027
Land Rover,Range Rover,suv,2016,GASOLINE,149,,Portland,OR,45.56771,-122.591369
Tesla,Model X,suv,2020,ELECTRIC,199,,Beaverton,OR,45.463406,-122.886046
BMW,3 Series,car,2014,GASOLINE,50,,Portland,OR,45.521339,-122.656757
Hyundai,Genesis,car,2013,GASOLINE,35,,Vancouver,WA,45.678708,-122.54139
Volkswagen,Tiguan,suv,2016,GASOLINE,45,,Beaverton,OR,45.537324,-122.865432
Toyota,Sequoia,suv,2016,GASOLINE,67,,Beaverton,OR,45.478718,-122.81058
Porsche,Panamera,car,2012,GASOLINE,180,,Milwaukie,OR,45.436043,-122.607159
Mercedes-Benz,E-Class,car,2017,GASOLINE,72,,Portland,OR,45.564112,-122.592848
Tesla,Model 3,car,2019,ELECTRIC,149,,Beaverton,OR,45.469434,-122.831796
Subaru,Outback,suv,2017,GASOLINE,45,,Portland,OR,45.577079,-122.565981
Subaru,Outback,suv,2019,GASOLINE,49,,Portland,OR,45.563305,-122.592719
Jaguar,F-PACE,suv,2017,DIESEL,69,,Portland,OR,45.567135,-122.591159
Mazda,3,car,2012,GASOLINE,36,,Tigard,OR,45.429902,-122.770056
Subaru,WRX,car,2017,GASOLINE,55,,Portland,OR,45.541506,-122.864513
Toyota,Sienna,minivan,2018,GASOLINE,69,,Portland,OR,45.486691,-122.649171
Audi,SQ5,suv,2019,GASOLINE,95,,Portland,OR,45.566802,-122.591087
Audi,A4,car,2013,GASOLINE,47,,Tigard,OR,45.430179,-122.7693
Volkswagen,Touareg,suv,2014,GASOLINE,48,,Portland,OR,45.454526,-122.718512
Porsche,Cayenne,suv,2017,GASOLINE,248,,Portland,OR,45.567773,-122.591251
Toyota,Highlander,suv,2017,GASOLINE,73,,Portland,OR,45.532275,-122.562859
Tesla,Model 3,car,2019,ELECTRIC,229,,Portland,OR,45.509759,-122.537317
Audi,A7,car,2016,GASOLINE,60,,Portland,OR,45.567552,-122.591983
Porsche,911,car,2013,GASOLINE,300,,Tigard,OR,45.419196,-122.796567
Jeep,Wrangler,suv,2015,GASOLINE,70,,Boring,OR,45.421365,-122.378242
Audi,Q7,suv,2017,GASOLINE,65,,Portland,OR,45.568295,-122.591796
Porsche,Macan,suv,2017,GASOLINE,139,,Portland,OR,45.567737,-122.591201
Porsche,Cayman,car,2014,GASOLINE,288,,Portland,OR,45.510154,-122.537276
Ford,F-150,truck,2018,GASOLINE,68,,Hillsboro,OR,45.534459,-122.897118
BMW,X4,suv,2015,GASOLINE,54,,Gresham,OR,45.467096,-122.459829
Mercedes-Benz,S-Class,car,2015,GASOLINE,143,,Portland,OR,45.568638,-122.590802
Volkswagen,Golf GTI,car,2017,GASOLINE,99,,Portland,OR,45.510683,-122.537082
Toyota,RAV4 Hybrid,suv,2016,HYBRID,44,,Vancouver,WA,45.699966,-122.547241
Tesla,Model X,suv,2016,ELECTRIC,94,,Sherwood,OR,45.353807,-122.835537
Toyota,Camry,car,2018,GASOLINE,59,,Portland,OR,45.567714,-122.591188
Mercedes-Benz,E-Class,car,2017,GASOLINE,60,,Portland,OR,45.568515,-122.590441
Lexus,GX 460,suv,2015,GASOLINE,70,,Portland,OR,45.56766,-122.591132
BMW,4 Series,car,2018,GASOLINE,59,,Portland,OR,45.563918,-122.593257
BMW,X5,suv,2015,GASOLINE,65,,Portland,OR,45.566766,-122.591778
Subaru,Outback,suv,2019,GASOLINE,46,,Portland,OR,45.564288,-122.593539
Audi,Q5,suv,2013,GASOLINE,79,,Portland,OR,45.568442,-122.59187
Mercedes-Benz,E-Class,car,2017,GASOLINE,59,,Portland,OR,45.568248,-122.591675
BMW,4 Series,car,2015,GASOLINE,100,,Portland,OR,45.524293,-122.651773
Ford,Expedition,suv,2007,GASOLINE,44,,Portland,OR,45.532139,-122.537116
BMW,5 Series,car,2014,GASOLINE,62,,Hillsboro,OR,45.53397,-122.89722
Alfa Romeo,Stelvio,suv,2018,GASOLINE,65,,Portland,OR,45.567456,-122.591338
BMW,5 Series,car,2017,GASOLINE,62,,Portland,OR,45.567089,-122.591419
Audi,A5 Sportback,car,2019,GASOLINE,57,,Portland,OR,45.564988,-122.592913
Audi,A4,car,2017,GASOLINE,60,,Beaverton,OR,45.479061,-122.811344
Hyundai,Santa Fe Sport,suv,2016,GASOLINE,40,,Portland,OR,45.484184,-122.749625
Mercedes-Benz,E-Class,car,2017,GASOLINE,55,,Portland,OR,45.567658,-122.590129
Toyota,Sienna,minivan,2015,GASOLINE,48,,Portland,OR,45.544526,-122.588338
Toyota,Sienna,minivan,2016,GASOLINE,48,,Portland,OR,45.510214,-122.651241
Mercedes-Benz,GLE-Class,suv,2016,GASOLINE,109,,Aloha,OR,45.49357,-122.87696
Toyota,Supra,car,2020,GASOLINE,99,,Portland,OR,45.567773,-122.591268
Mercedes-Benz,M-Class,suv,2013,GASOLINE,48,,Gresham,OR,45.467093,-122.459237
Toyota,Sienna,minivan,2019,GASOLINE,62,,Portland,OR,45.564304,-122.593333
Bentley,Continental GTC,car,2007,GASOLINE,349,,Portland,OR,45.531515,-122.681909
Ford,Mustang,car,2017,GASOLINE,65,,Portland,OR,45.567985,-122.592323
Audi,Q5,suv,2018,GASOLINE,55,,Portland,OR,45.567118,-122.59171
BMW,X5,suv,2014,GASOLINE,49,,Portland,OR,45.567857,-122.591266
Lexus,RC 350,car,2015,GASOLINE,45,,Portland,OR,45.566599,-122.5912
Volkswagen,Atlas,suv,2018,GASOLINE,59,,Portland,OR,45.502208,-122.496637
Ford,Fusion Energi,car,2016,HYBRID,44,,Portland,OR,45.528316,-122.814767
Subaru,Forester,suv,2009,GASOLINE,40,,Vancouver,WA,45.687545,-122.618466
Toyota,Supra,car,2020,GASOLINE,95,,Portland,OR,45.568285,-122.591076
Toyota,Supra,car,2020,GASOLINE,99,,Portland,OR,45.568843,-122.591454
Mercedes-Benz,M-Class,suv,2014,GASOLINE,49,,Portland,OR,45.567173,-122.590882
BMW,i3,car,2017,ELECTRIC,40,,Vancouver,WA,45.63698,-122.592608
Lexus,GS 350,car,2015,GASOLINE,70,,Portland,OR,45.567805,-122.591118
Toyota,4Runner,suv,2019,GASOLINE,85,,Milwaukie,OR,45.397729,-122.604869
BMW,4 Series,car,2015,GASOLINE,60,,Portland,OR,45.526659,-122.816568
BMW,5 Series,car,2018,DIESEL,80,,Camas,WA,45.607391,-122.390069
Subaru,Outback,suv,2018,GASOLINE,68,,Portland,OR,45.577456,-122.852405
Audi,allroad,car,2015,GASOLINE,50,,Portland,OR,45.567619,-122.590339
Mercedes-Benz,GLC-Class,suv,2016,GASOLINE,60,,Portland,OR,45.56712,-122.592186
Mercedes-Benz,C-Class,car,2015,GASOLINE,50,,Portland,OR,45.567724,-122.590394
Ford,Expedition,suv,2018,GASOLINE,199,,Beaverton,OR,45.461997,-122.887235
Subaru,Outback,suv,2018,GASOLINE,50,,Portland,OR,45.56878,-122.590778
Audi,Q3,suv,2018,GASOLINE,52,,Portland,OR,45.567359,-122.590543
Subaru,Forester,suv,2017,GASOLINE,56,,Oregon City,OR,45.354472,-122.594068
Subaru,Outback,suv,2017,GASOLINE,50,,Portland,OR,45.567578,-122.592356
Lexus,RX 350,suv,2017,GASOLINE,45,,Portland,OR,45.568036,-122.591303
Audi,Q3,suv,2016,GASOLINE,45,,Portland,OR,45.567055,-122.591631
Subaru,Outback,suv,2017,GASOLINE,55,,Portland,OR,45.567712,-122.591238
Mercedes-Benz,C-Class,car,2015,GASOLINE,50,,Portland,OR,45.56741,-122.592295
BMW,4 Series,car,2014,GASOLINE,65,,Portland,OR,45.522865,-122.636413
Subaru,Outback,suv,2017,GASOLINE,55,,Portland,OR,45.567777,-122.591222
Lexus,IS 250,car,2014,GASOLINE,70,,Portland,OR,45.566462,-122.591448
Subaru,Outback,suv,2019,GASOLINE,45,,Portland,OR,45.564406,-122.592532
Subaru,Outback,suv,2019,GASOLINE,45,,Portland,OR,45.56881,-122.590874
Ram,3500,truck,2018,DIESEL,79,,Lake Oswego,OR,45.420657,-122.666188
Toyota,Camry,car,2019,GASOLINE,40,,Portland,OR,45.563981,-122.593325
Audi,Q3,suv,2015,GASOLINE,45,,Portland,OR,45.567022,-122.590884
Subaru,Outback,suv,2019,GASOLINE,47,,Portland,OR,45.563255,-122.594158
Nissan,Rogue,suv,2019,GASOLINE,46,,Portland,OR,45.564987,-122.59223
Audi,A4,car,2017,GASOLINE,45,,Portland,OR,45.56774,-122.590456
Subaru,Outback,suv,2019,GASOLINE,49,,Portland,OR,45.563365,-122.592566
Subaru,Outback,suv,2019,GASOLINE,48,,Portland,OR,45.564745,-122.592572
Subaru,Outback,suv,2019,GASOLINE,49,,Portland,OR,45.564312,-122.593306
Subaru,Outback,suv,2019,GASOLINE,49,,Portland,OR,45.564527,-122.594233
Toyota,Sienna,minivan,2019,GASOLINE,60,,Portland,OR,45.564798,-122.593063
Mercedes-Benz,C-Class,car,2016,GASOLINE,45,,Portland,OR,45.568325,-122.590295
Mercedes-Benz,C-Class,car,2015,GASOLINE,50,,Portland,OR,45.567778,-122.590125
Nissan,Rogue,suv,2016,GASOLINE,43,,Portland,OR,45.543608,-122.588742
Tesla,Model 3,car,2020,ELECTRIC,108,,Beaverton,OR,45.436055,-122.838483
Mercedes-Benz,E-Class,car,2012,GASOLINE,55,,Portland,OR,45.532509,-122.695425
Audi,Q3,suv,2017,GASOLINE,40,,Portland,OR,45.568665,-122.591178
Mercedes-Benz,C-Class,car,2018,HYBRID,75,,Portland,OR,45.546404,-122.658938
Audi,A4,car,2017,GASOLINE,45,,Portland,OR,45.567272,-122.59062
Lexus,LX 570,suv,2011,GASOLINE,40,,Portland,OR,45.567867,-122.59123
Nissan,Rogue,suv,2017,GASOLINE,42,,Portland,OR,45.543797,-122.587853
Tesla,Model 3,car,2019,ELECTRIC,149,,Portland,OR,45.485131,-122.518231
Toyota,Corolla,car,2020,GASOLINE,39,,Portland,OR,45.564354,-122.593783
Toyota,Camry,car,2019,GASOLINE,39,,Portland,OR,45.563779,-122.593686
BMW,X1,suv,2017,GASOLINE,45,,Portland,OR,45.568414,-122.591292
Jeep,Wrangler,suv,2013,,70,,Portland,OR,45.589723,-122.595104
Subaru,Outback,suv,2019,GASOLINE,47,,Portland,OR,45.564853,-122.593194
Subaru,Outback,suv,2019,GASOLINE,47,,Portland,OR,45.564346,-122.593161
Audi,A3,car,2017,GASOLINE,40,,Portland,OR,45.567002,-122.591161
Audi,A4,car,2017,GASOLINE,42,,Portland,OR,45.567923,-122.590287
Kia,Soul EV,car,2017,ELECTRIC,40,,Beaverton,OR,45.474904,-122.775304
Mercedes-Benz,C-Class,car,2015,GASOLINE,42,,Portland,OR,45.568377,-122.591246
Audi,A3,car,2016,GASOLINE,54,,Portland,OR,45.567763,-122.591981
Subaru,Outback,suv,2019,GASOLINE,49,,Portland,OR,45.563885,-122.594
Toyota,Tacoma,truck,2011,GASOLINE,55,,Oregon City,OR,45.355552,-122.595816
Audi,A3,car,2017,GASOLINE,41,,Portland,OR,45.567043,-122.591478
Cadillac,SRX,suv,2014,GASOLINE,45,,Portland,OR,45.566707,-122.590914
Audi,Q3,suv,2015,GASOLINE,40,,Portland,OR,45.567586,-122.590313
Ford,Fusion Hybrid,car,2015,HYBRID,45,,portland,OR,45.528526,-122.813634
Jeep,Wrangler,suv,2012,GASOLINE,89,,Milwaukie,OR,45.422955,-122.627743
BMW,4 Series,car,2015,GASOLINE,82,,Portland,OR,45.560055,-122.682448
Volkswagen,Beetle,car,2019,GASOLINE,30,,Gresham,OR,45.467196,-122.459236
Honda,Odyssey,minivan,2015,GASOLINE,40,,Portland,OR,45.567757,-122.591121
Tesla,Model 3,car,2018,ELECTRIC,76,,Sherwood,OR,45.35355,-122.835179
Toyota,RAV4,suv,2017,GASOLINE,55,,Portland,OR,45.567696,-122.591216
Toyota,RAV4,suv,2017,GASOLINE,55,,Portland,OR,45.567766,-122.591275
Kia,Optima,car,2015,GASOLINE,35,,Portland,OR,45.567634,-122.591212
MINI,Cooper,car,2015,GASOLINE,34,,Gresham,OR,45.466872,-122.459752
Lexus,IS 250,car,2014,GASOLINE,39,,Portland,OR,45.568321,-122.590883
Audi,A4,car,2017,GASOLINE,35,,Portland,OR,45.566845,-122.592416
Toyota,Corolla iM,car,2017,GASOLINE,31,,Gresham,OR,45.4682,-122.459541
Chevrolet,Traverse,suv,2018,GASOLINE,149,,Beaverton,OR,45.463097,-122.88562
Mazda,CX-5,suv,2017,GASOLINE,55,,Portland,OR,45.567749,-122.591221
Chevrolet,Corvette,car,2015,GASOLINE,124,,Hampton,VA,37.074865,-76.424483
Dodge,Challenger,car,2011,GASOLINE,53,,Newport News,VA,37.118455,-76.478497
Hyundai,Sonata,car,2017,GASOLINE,59,,Newport News,VA,37.119221,-76.477431
Tesla,Model 3,car,2019,ELECTRIC,209,,Broomall,PA,39.973876,-75.342142
BMW,2 Series,car,2016,GASOLINE,104,,Philadelphia,PA,39.955459,-75.167665
Mercedes-Benz,CL-Class,car,2011,GASOLINE,98,,Philadelphia,PA,39.953616,-75.214202
BMW,X5,suv,2017,GASOLINE,108,,Philadelphia,PA,39.954516,-75.167253
Tesla,Model S,car,2016,ELECTRIC,209,,Mount Laurel Township,NJ,39.998347,-74.878897
Honda,CR-V,suv,2008,GASOLINE,60,,Philadelphia,PA,39.996339,-75.15387
Honda,Accord Sedan,car,2019,HYBRID,82,,Philadelphia,PA,39.997426,-75.153618
Hyundai,Santa Fe,suv,2009,GASOLINE,55,,Philadelphia,PA,39.996502,-75.154136
Tesla,Model X,suv,2016,ELECTRIC,334,,Mount Laurel Township,NJ,39.998442,-74.880304
Honda,CR-V,suv,2007,GASOLINE,69,,Philadelphia,PA,39.996874,-75.155548
Nissan,Altima,car,2013,GASOLINE,70,,Philadelphia,PA,39.996853,-75.15355
Honda,Pilot,suv,2009,GASOLINE,74,,Philadelphia,PA,39.996639,-75.155898
Tesla,Model 3,car,2019,ELECTRIC,150,,Bear,DE,39.652764,-75.664585
Kia,Forte,car,2011,GASOLINE,57,,Philadelphia,PA,39.998001,-75.155017
Mitsubishi,Outlander Sport,suv,2016,GASOLINE,60,,Philadelphia,PA,39.978323,-75.160634
Volvo,XC60,suv,2015,GASOLINE,68,,Wilmington,DE,39.78746,-75.532843
Ford,Focus,car,2007,GASOLINE,25,,Drexel Hill,PA,39.93423,-75.29163
Dodge,Avenger,car,2013,GASOLINE,37,,Drexel Hill,PA,39.932739,-75.291793
Mercedes-benz,C-Class,car,2019,GASOLINE,135,,Folcroft,PA,39.891305,-75.283022
Tesla,Model S,car,2013,ELECTRIC,116,,Westampton,NJ,40.026841,-74.852081
Tesla,Model 3,car,2019,ELECTRIC,200,,Somerdale,NJ,39.834571,-75.044297
Chevrolet,Camaro,car,2019,GASOLINE,125,,Upper Darby,PA,39.966285,-75.28637
Maserati,Ghibli,car,2017,GASOLINE,359,,Paoli,PA,40.040352,-75.476891
Mercedes-Benz,C-Class,car,2016,GASOLINE,75,,Philadelphia,PA,39.956253,-75.201768
Tesla,Model 3,car,2020,ELECTRIC,185,,Voorhees Township,NJ,39.847688,-74.996178
Mercedes-Benz,CLA-Class,car,2014,GASOLINE,112,,Philadelphia,PA,39.949062,-75.142843
Jeep,Grand Cherokee,suv,2014,GASOLINE,115,,Collingdale,PA,39.915415,-75.287565
Tesla,Model X,suv,2017,ELECTRIC,275,,Harrison Township,NJ,39.727461,-75.258292
Dodge,Grand Caravan,minivan,2008,GASOLINE,44,,Drexel Hill,PA,39.9347,-75.292273
Mazda,5,minivan,2012,GASOLINE,66,,Philadelphia,PA,39.911286,-75.187657
Acura,MDX,suv,2014,GASOLINE,140,,Philadelphia,PA,39.910511,-75.187027
Audi,S5,car,2014,GASOLINE,97,,Philadelphia,PA,39.949247,-75.142949
Tesla,Model 3,car,2020,ELECTRIC,145,,Philadelphia,PA,39.948084,-75.143591
Hyundai,Sonata,car,2017,GASOLINE,69,,Philadelphia,PA,39.911046,-75.185898
Honda,Accord Hybrid,car,2017,HYBRID,55,,Wilmington,DE,39.753731,-75.558502
Tesla,Model 3,car,2018,ELECTRIC,185,,Philadelphia,PA,39.962939,-75.173007
Chrysler,Pacifica,minivan,2017,GASOLINE,120,,Broomall,PA,39.974008,-75.342489
Tesla,Model S,car,2017,ELECTRIC,330,,Paoli,PA,40.039463,-75.476265
Chevrolet,Corvette,car,2018,GASOLINE,559,,Paoli,PA,40.038913,-75.47679
BMW,4 Series,car,2015,GASOLINE,98,,Philadelphia,PA,39.948302,-75.143054
Mercedes-Benz,C-Class,car,2016,GASOLINE,105,,Philadelphia,PA,39.948481,-75.144225
Mercedes-benz,GLC-Class,suv,2019,GASOLINE,155,,Philadelphia,PA,40.041333,-75.146785
Mercedes-benz,GLE-Class,suv,2020,GASOLINE,243,,Philadelphia,PA,40.077351,-75.02371
Audi,RS 5,car,2015,GASOLINE,425,,Berwyn,PA,40.055258,-75.440373
Lexus,GX 460,suv,2018,GASOLINE,119,,Langhorne,PA,40.154674,-74.922143
Chevrolet,Suburban,suv,2015,GASOLINE,169,,Stratford,NJ,39.831566,-75.019134
Jaguar,F-PACE,suv,2018,GASOLINE,149,,East Windsor,NJ,40.280619,-74.544331
